"Root","Project","Docs","Bytes","PRD","Roadmap","Finance","Design","Architecture","LegalRisk","Recent","KeyDocs","HeadingSample"
"C_DEV","nueva propuesta windows 12","8","55757","1","4","0","8","3","0","2026-06-03 22:16","nueva propuesta windows 12\investigacion analisis.md | nueva propuesta windows 12\informe_iconos.md | nueva propuesta windows 12\guia_programacion_focus_nano.md | nueva propuesta windows 12\especificacion_nano_mode_api.md | nueva propuesta windows 12\historia_botones_control.md | nueva propuesta windows 12\investigacion_motivos_focus_nano.md | nueva propuesta windows 12\explicacion_detalle_modo_nano.md | nueva propuesta windows 12\analisis_relacion_y_modos_no_cotidianos.md","Investigación: El ""Por Qué"" de los Botones Focus y Nano || 1. El Motivo detrás del Botón FOCUS (Ojo / Morado) || A. La Penalización por Cambio de Contexto (Context Switching) || B. Control Local vs. Control Global || C. La Evolución del ""Minimizar"" || 2. El Motivo detrás del Botón NANO (Estrella / Azul) || A. La Era de las Aplicaciones Ambientales (Ambient Computing) || B. Eficiencia Espacial Extrema || Investigación y Análisis: Evaluación de la Propuesta de Ventanas Windows 12 || Valoración general || El marco conceptual: la parte más fuerte || Análisis de la máquina de estados: la inconsistencia crítica || Análisis técnico: tres hallazgos específicos || Las lagunas críticas || Recomendaciones concretas || Decisión Final de Diseño y Arquitectura || Informe de Análisis Técnico y de Diseño UI/UX || 1. Concepto y Estética Visual || 2. El Motor de Animación: Morfosis de SVG (SVG Path Morphing) || ¿Cómo funciona técnicamente? || 3. Comportamiento y Estados de los Iconos || A. Botón de Maximizar / Restaurar / Nano (Verde / Azul) || B. Botón de Minimizar / Focus (Amarillo / Morado) || C. Botón de Cerrar (Rojo) || Historia de los Botones de Control de Ventana en Interfaces Gráficas de Usuario (GUI) || 1. Los Orígenes: Xerox Alto y Xerox Star (Años 70) || 2. El Aporte de Apple: El Macintosh (1984) || 3. La Evolución en Microsoft Windows (1985 - 1995) || 4. La Alternativa de NeXT y la llegada de macOS X (2001) || 5. La Metáfora de Diseño: Del Esqueumorfismo al Diseño Reactivo || Guía de Programación: Implementación de los Modos Focus y Nano || 1. Definición Conceptual de Programación || 2. Estrategia de Programación (Paso a Paso) || A. Gestión de Estados (State Management) || 3. Programación del Modo Focus (Aislamiento del Escritorio) || A. Implementación a Nivel de Sistema Operativo (OS / Electron / Tauri) || B. Limitaciones Técnicas de `backdrop-filter` y Soluciones Nativas || 4. Programación del Modo Nano (Versión Pocket Adaptable)"
"C_DEV","plan de financiamiento","26","218537","13","26","26","26","17","24","2026-06-17 05:53","plan de financiamiento\rodrigo perez novelo\propuesta_inversion_julia_ai.md | plan de financiamiento\PLAN_MAESTRO_INVERSION_DESARROLLO_2026.md | plan de financiamiento\rodrigo perez novelo\auditoria.md | plan de financiamiento\rodrigo perez novelo\inversor.md | plan de financiamiento\rodrigo perez novelo\propuesta_innovacion_ia_rodrigo_perez_novelo.md | plan de financiamiento\eduardo robles\propuesta_innovacion_ia_eduardo_robles.md | plan de financiamiento\rodrigo perez novelo\propuesta_de_inversion_tech_studio.md | plan de financiamiento\rodrigo perez novelo\investigacion_rodrigo_perez_novelo.md","Propuesta de Alianza Estratégica y Desarrollo Tecnológico: Julia AI || [TÍTULO PROVISIONAL] || Nota de Confidencialidad || 1. Resumen Ejecutivo || 2. Tipo de Propuesta || 3. Contexto Estratégico del Socio y del Ecosistema || 4. Problema Estratégico || 5. Solución Propuesta: Julia AI || Propuesta de Innovación Tecnológica (IA + Medicina Regenerativa) || *Ecosistema Digital ""Mocell AI-Edge / BioChain Link""* || 1. El Enfoque Estratégico: Cerrar la Brecha Bio-Digital || 2. 5 Propuestas Disruptivas con Estilo ""Black Mirror"" y Viabilidad de Construcción || Propuesta 1: Bio-Simulacra 3D (El Gemelo de Homing Celular) || Propuesta 2: Sentinel AI (Análisis de Viabilidad Celular Local-First) || Propuesta 3: BioChain Nexus (El Pasaporte Holográfico de Viabilidad) || Propuesta 4: Neuro-Lumina (Asistente de Voz Manos Libres en Quirófano) || Propuesta de Desarrollo Tecnológico y Alianza Estratégica || *Despliegue de Inteligencia Artificial Local y Herramientas B2B para Ecosistemas de Alta Productividad* || 1. Resumen Ejecutivo || 2. Propuesta de Valor y Mitigación de Riesgos || 3. Catálogo de Soluciones || 3.1. Solución Central: JULIA AI (Cerebro Operativo Local) || 3.2. El Ecosistema Demostrativo (Visión y Capacidad Creativa) || 4. Modelos de Alianza Estratégica || Estructura de Presupuesto para Desarrollo Tecnológico || *Catálogo de Conceptos, Infraestructura y Requerimientos de Lanzamiento (Julia AI & Tech Studio)* || 1. Infraestructura Física y Espacio de Trabajo (Work Environment) || 2. Software, Herramientas de Diseño y Suscripciones (OPEX Mensual) || 3. Marco Legal y Cumplimiento Regulatorio (Legal Setup - Pago Único) || Resumen de Capital Total Requerido (Proyección de Caja) || Modelo Bootstrap / Riesgo Mínimo (Por Fases) || Ficha de Perfil Profesional: Daniel Alexis Aguilar Unibe || *Creative Technologist | UI/UX Designer & 3D Artist* || 1. Resumen de Posicionamiento Único (El Unicornio Técnico) || 2. Matriz de Competencias y Stack Tecnológico || A. Ingeniería de Software & Inteligencia Artificial (AI Engineering) || B. UI/UX & Diseño de Producto || C. Arte 3D & Motores Gráficos || 3. Evidencia Práctica de Capacidad de Construcción"
"C_DEV","pulsar-project","2","2499","0","0","0","2","2","0","2026-03-10 22:43","pulsar-project\src-tauri\tests\load\oha_command_examples.md | pulsar-project\src-tauri\esaxx-rs-patch\README.md","OHA Command Examples for Pipeline Stress Testing || 1. Prueba de Carga Concurrente (Sustain Load) || 2. Burst Spike (Prueba límite de Watermarks / Backpressure) || Monitoreo Recomendado Durante la Prueba (Live View) || esaxx-rs"
"C_DEV","Reactbite","108","575340","17","74","4","108","89","22","2026-06-17 03:19","Reactbite\reactbite-fusion\NATIVE_QA.md | Reactbite\reactbite-fusion\REACTBITE_REPAIR_IMPLEMENTATION_PLAN_2026-06-14.md | Reactbite\reactbite-fusion\STACK_ARCHITECTURE_EVALUATION_2026.md | Reactbite\reactbite-fusion\docs\DEVELOPMENT_OVERVIEW.md | Reactbite\reactbite-fusion\DECISIONS.md | Reactbite\reactbite-fusion\docs\history\FASE28_DESKTOP_RUNTIME_PERMISSIONS_SECURITY_CENTER.md | Reactbite\nueva implementacion\💬reactbite_18-may\FASE28_DESKTOP_RUNTIME_PERMISSIONS_SECURITY_CENTER.md | Reactbite\reactbite-fusion\TECH_STACK.md","Run and deploy your AI Studio app || Run Locally || TECH_STACK.md || Stack Activo || Comandos || Recursos Redistribuibles || Artefactos Verificados || Restricciones || Arquitectura Implementada En La Base || Hallazgos De Dependencias || Evaluacion De Stack Y Arquitectura ReactBite || 1. Veredicto Ejecutivo || 2. Objetivo Real Del Producto || 3. Evaluacion De Alternativas || 4. Stack Recomendado Por Capa || 4.1 Escritorio Y Windows || 4.2 Interfaz || 4.3 Nucleo Local || Recursos nativos || NATIVE_QA.md || Ejecución Del 17 De Junio De 2026 || Harness Comparativo De Aislamiento || Ejecución Del 14 De Junio De 2026 || Arranque Tauri En Desarrollo || Camino Dorado Automatizado Inicial || Ampliación Del Camino Dorado || Puertas Automatizadas Actuales"
"C_DEV","Retriver","305","75111080","49","136","94","280","187","77","2026-05-15 11:29","Retriver\Retriever\Relacion analisis\Daniel\CV\datos nuevos openai\chat_history_completo.md | Retriver\Retriever\Relacion analisis\Daniel\CV\desarrollo mas actual\iconosreact\icons_react.md | Retriver\Retriever\Relacion analisis\Daniel\07_SISTEMAS_INGENIERIA\Boveda_Legacy\retriever\go\BOVEDA_DATOS\17_Claude_Desktop_Analysis\Claude-Preparación perfil estrella .md | Retriver\Retriever\Relacion analisis\Daniel\07_SISTEMAS_INGENIERIA\Boveda_Legacy\retriever\go\BOVEDA_DATOS\15_Desktop_Proyectos\todo de claude\Claude-Preparación perfil estrella .md | Retriver\Retriever\Relacion analisis\Daniel\PRD_PROYECTDHIA_v0.1.md | Retriver\Retriever\Relacion analisis\Daniel\07_SISTEMAS_INGENIERIA\Boveda_Legacy\retriever\go\BOVEDA_DATOS\15_Desktop_Proyectos\todo de claude\PRD_PROYECTDHIA_v0.1.md | Retriver\Retriever\Relacion analisis\Daniel\07_SISTEMAS_INGENIERIA\Boveda_Legacy\retriever\go\BOVEDA_DATOS\18_Desktop_Descargas_KeyDocs\PRD_PROYECTDHIA_v0.1.md | Retriver\Retriever\Relacion analisis\Daniel\CRONICA_RAW_DATA\CHATS_RAW\comparativa_david_daniel.md","🐕 PROYECTO RETRIEVER: RESUMEN EJECUTIVO Y ESTADO DEL ARTE || 1. Identidad del Proyecto || 2. El Motor ""Antigravity"" (Flujo de Trabajo) || 3. Pilares Narrativos || La Trama || 4. Diseño de Juego (Gameplay) || Loop Principal || Mecánicas Únicas || 🎭 PROYECTOS DE INFRAESTRUCTURA NARRATIVA || Tecnología al servicio de la Novela || PROYECTO A: EL CEREBRO DE JULIA (Memoria de Largo Plazo) || PROYECTO B: LA CÁMARA DESESPERADA (Agentes Dinámicos) || PROYECTO C: EL MAPA DE INCIDENTES (Línea de Tiempo Visual) || 👥 PROYECTO 01 — LA CABRITA (Novela Satírica) || DOSSIER: Los Protagonistas — Análisis Forense Humano || 🛠️ DANIEL ALEXIS UNIBE — El Arquitecto del Desorden Controlado || La Sentencia de La Cabrita: || Perfil Satírico || Dinámica de Escena (Estilo Desesperado) || ⚓ DAVID SÁNCHEZ ORTIZ — El Ancla en Crisis de Identidad || La Sentencia de La Cabrita: || 🎭 Dossier de Antagonistas: La Entropía Humana || Proyecto: La Cabrita || 1. Alejandro (El Administrador de la Incertidumbre) || 2. Ingrid (El Virus de la Cotidianidad) || 🕵️ Mapa de Conflictos: Cronología de la Fricción || 📖 PERFILES DE PERSONAJES: UNA HISTORIA DE AMOR Y CONTRASTES || 🛡️ DANIEL: ""El Protector Apasionado"" || 🕊️ DAVID: ""El Santuario Emocional"" (David Sánchez) || 🌪️ EL MUNDO EXTERIOR: ""La Prueba de su Vínculo"" || 🌟 JULIA (July): ""La Guardiana de las Memorias"" || 💖 El Corazón de la Narrativa"
"C_DEV","transparentimagen","258","1727525","84","187","0","248","222","38","2026-06-06 23:24","transparentimagen\CODEX_GUARDRAILS.md | transparentimagen\_codex_backup_comfy_optional_20260603-121115\CODEX_GUARDRAILS.md | transparentimagen\_codex_backup_depth_normal_quality_20260603-112900\CODEX_GUARDRAILS.md | transparentimagen\asteria\docs\ASTERIA_90_PENDING_REVIEW.md | transparentimagen\_codex_backup_asteria_vite_sqlite_20260607\docs\ASTERIA_90_PENDING_REVIEW.md | transparentimagen\_codex_backup_asteria_windows_native_20260606-225203\docs\ASTERIA_90_PENDING_REVIEW.md | transparentimagen\image_enhancer\image_enhancer\README.md | transparentimagen\asteria\docs\_codex_backup_phase41_20260606-130543\ASTERIA_90_PENDING_REVIEW.md","Image Enhancer - Unova Games Studio || Requisitos || Instalacion local || Ejecutar la app || Crear el EXE || Validaciones || Modelos disponibles || Flujo de uso || TECH_STACK.md || 1. Resumen tecnico || 2. Comandos del proyecto || 3. Dependencias principales || 4. Restricciones tecnicas || Image Enhancer - Unova Games Studio || Requisitos || Instalacion local || Ejecutar la app || Crear el EXE || Validaciones || Modelos disponibles || Flujo de uso || DESIGN.md || 1. Identidad visual del proyecto || 2. Principios de diseno || 3. Tokens actuales || 4. Pantalla registrada || Ventana principal || 5. Elementos protegidos || CODEX_GUARDRAILS.md || 1. Proposito || 2. Regla principal || 3. Solicitud activa || Solicitud #1 || 4. Cosas que NO se pidieron || 5. Zonas protegidas || 6. Rollback"
"C_DEV","TSK DISENO","482","2522545","17","61","9","482","144","24","2026-05-23 03:36","TSK DISENO\info vieja\tsk docs\Running App on Localhost.md | TSK DISENO\info vieja\15_Proyectia\documentacion\LICENSE_13.md | TSK DISENO\info vieja\15_Proyectia\documentacion\LICENSE_5.md | TSK DISENO\info vieja\15_Proyectia\_❤️❤️❤️ documentos\7-56-39-Modificar_personaje_original.md | TSK DISENO\info vieja\15_Proyectia\documentacion\README_162.md | TSK DISENO\info vieja\15_Proyectia\documentacion\README_227.md | TSK DISENO\info vieja\15_Proyectia\documentacion\CHANGELOG_1.md | TSK DISENO\info vieja\15_Proyectia\documentacion\CHANGELOG_6.md","Chat Conversation || User Input || Planner Response || 1. Servidor de Desarrollo Local Activado || 2. Verificación de Carga y Compilación || ¿Cómo puedes acceder y probar la App? || User Input || Planner Response || 🛠️ Stack Tecnológico, Arquitectura y Versiones — Proyectia || 1. 🖥️ Frontend (Proyectia UI) || 📦 Tecnologías Core y Frameworks || 🎨 Estilos, Diseño y Animación || 🧩 Implementaciones UI Clave Existentes || 2. 🧠 Backend (Proyectia Core - Engine AI) || 📦 Tecnologías Core || ⚙️ Implementaciones y Estado || Documento de Diseño de Personaje: Octavia || 🎨 1. Estilo Artístico Base || 🧥 2. Diseño de Vestuario (Sci-Fi / Space Explorer) || Parte Superior: Chaqueta Presurizada || Parte Inferior: Pantalón Táctico Blindado || Accesorios Centrales || 🪖 3. Anatomía y Casco (Headgear) || Categorías de Evaluación de Proyectos (5 Datos) || Las 5 Categorías Universales || 1) Documentación y Organización || 2) Diseño de Experiencia y Lógica de Uso (UX/UI) || 3) Implementación y Código || 4) Testing y Verificación || 5) Producción y Ejecución || Matriz de Pesos Recomendados (%) por Tipo de Proyecto || VOICE_SYSTEM.md || Estado || Contratos/Comandos || Seguridad || Diagnóstico"
"Voyager","_raiz_voyager","4","55226","1","1","2","3","2","1","2026-05-15 22:42","AUDITORIA_INTEGRAL_VOYAGER.md | Clasificacion_Proyectos.md | 08_11_Otros_Proyectos_Master.md | pryectos\Bienvenido.md","🗂️ Clasificación Maestra del Ecosistema Voyager || 🖥️ Sistemas Operativos, Interfaz y UX || 🤖 Inteligencia Artificial, Asistencia y Productividad || 🩺 Salud, Bienestar y Soporte Humano || 🎮 Videojuegos y Exploración Lúdica || 📖 Literatura, Worldbuilding y Universo Expandido || 📂 Utilidades Diversas, Música y Hardware || 🍳 Gastronomía - Master Doc (Categoría 08) || Proyectos Identificados: || 🌐 Extensiones Google Chrome - Master Doc (Categoría 09) || Proyectos Identificados: || 📚 Ebooks - Master Doc (Categoría 10) || Proyectos Identificados: || 📁 A Proyectos Pequeños - Master Doc (Categoría 11) || Proyectos Identificados: || 🌌 AUDITORÍA INTEGRAL: PROYECTOS VOYAGER || 📊 Resumen Ejecutivo || Estado General del Ecosistema || Categorías del Ecosistema || 📂 DETALLE POR PROYECTO || 🖥️ CATEGORÍA 01: SOFTWARE DESKTOP (27 Proyectos) || 01 — Quick Look App ⚡ || 02 — ComedyClick 👽"
"Voyager","01_Aparment","15","14074","1","5","1","8","6","2","2026-03-27 21:46","02_App IOS y android\01_Aparment\apartment22 estructure base.md | 02_App IOS y android\01_Aparment\Documentacion para la IA\01_aparment.md | 02_App IOS y android\01_Aparment\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\01_Aparment\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\01_Aparment\apartament22 desarrollo\README.md | 02_App IOS y android\01_Aparment\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\01_Aparment\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\01_Aparment\Documentacion para la IA\docs\GLOSSARY.md","Buscador Interactivo de Propiedades 🏠 || 📁 Estructura del Proyecto || 🚀 Cómo usar || 1. Iniciar el servidor local || 2. Abrir en el navegador || ✨ Características || 🛠️ Tecnologías Utilizadas || 🔑 Configuración de Google Maps API || Run and deploy your AI Studio app || Run Locally || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || GLOSSARY - Aparment (Renta IA Hub) || Terminos || STATUS || TDD - Aparment (Renta IA Hub) || 1. Stack || 2. Arquitectura || STATUS"
"Voyager","01_closet_a_la_pantalla","13","4610","2","3","0","4","4","0","2026-03-27 18:36","10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\01_closet_a_la_pantalla.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\_meta\questions-log.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\PROTOCOL.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\_meta\owner.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\docs\PRD.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\docs\GLOSSARY.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\docs\ROADMAP.md | 10_Ebooks\01_closet_a_la_pantalla\Documentacion para la IA\docs\TEST_PLAN.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || CHANGELOG - Closet a la Pantalla || [Unreleased] - 2026-03-27 || CLAUDE.md - Closet a la Pantalla || Owner del Proyecto || Questions Log - Closet a la Pantalla"
"Voyager","01_Coraline","20","35475","2","10","0","11","9","0","2026-03-27 18:36","05_videojuegos\01_Coraline\instrucciones.md | 05_videojuegos\01_Coraline\reporte.md | 05_videojuegos\01_Coraline\investigacion_jardin.md | 05_videojuegos\01_Coraline\Documentacion para la IA\01_Coraline.md | 05_videojuegos\01_Coraline\inventario_assets.md | 05_videojuegos\01_Coraline\guia_blockout.md | 05_videojuegos\01_Coraline\README.md | 05_videojuegos\01_Coraline\enlaces.md","Reporte de Investigación: Entorno Exterior del Pink Palace (Coraline, 2009) || Sección 1: Arquitectura de la Casa || Sección 2: Layout del Sitio y Terreno || Sección 3: Props y Detalles Exteriores || Sección 4: Texturas y Materiales || Sección### 4. Iluminación y Atmósfera || 5. Estética: Plasticine Morphology || Sección 6: Diferencias Confirmadas (Real vs. Otro Mundo) || Guía de Blockout: Pink Palace y Entorno (UE5) || 1. Escala y Proporciones || 2. Volumen del Pink Palace (Outlines) || 3. Disposición del Entorno (Croquis 2D) || 4. Estrategia de Implementación en UE5 || Inventario de Assets 3D: Pink Palace (Coraline) || Clasificación de Prioridades: || Proyecto de Investigación: Pink Palace (Coraline) || Archivos y Carpetas del Proyecto || Galerías de Referencia: || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software"
"Voyager","01_Dragon_alebrije","20","63895","5","8","1","15","7","0","2026-04-11 12:55","06_Juegos de mesa\01_Dragon_alebrije\Dragón Alebrije\19-48-19-An_lisis_juego_Drag_n_Alebrije.md | 06_Juegos de mesa\01_Dragon_alebrije\Dragon alebrije digital\contexto_completo_dragon_alebrije.md | 06_Juegos de mesa\01_Dragon_alebrije\Doc_Maestro_Dragon_Alebrije.md | 06_Juegos de mesa\01_Dragon_alebrije\Dragon alebrije digital\instructivo_maestro_dragon_alebrije.md | 06_Juegos de mesa\01_Dragon_alebrije\Dragon alebrije digital\analisis_detallado_dragon_alebrije.md | 06_Juegos de mesa\01_Dragon_alebrije\PRD_Nivel_2_Dragon_Alebrije.md | 06_Juegos de mesa\01_Dragon_alebrije\Dragon alebrije digital\dudas_y_preguntas_sin_resolver.md | 06_Juegos de mesa\01_Dragon_alebrije\Documentacion para la IA\01_dragon_alebrije.md","Proyecto: Dragón Alebrije (Juego de Cartas Físico) - Contexto Global || 1. Ficha Técnica y Concepto || 2. Inventario Completo de Componentes (169 Cartas) || 3. Estructura de Reglas y Mecánicas (Instructivo Maestro) || 3.1 Preparación (Setup) || 3.2 El Turno de Juego (Paso a Paso) || 3.3 El Sistema de Activadores || 3.4 Combos de Nahuales || Dragón Alebrije - Instructivo Maestro (Versión Actualizada) || 1. Introducción y Ambientación || 2. Contenido de la Caja (Inventario) || 3. Objetivo del Juego || 4. Preparación (Setup) || 5. El Turno de Juego (Paso a Paso) || 6. Mecánicas y Conflictos || El Sistema de Activadores || Consultas y Dudas Sin Resolver: Dragón Alebrije (Físico) || 2. Mecánicas de Victoria y Estados de la Carta ""Dragón"" || 3. Flujo del Turno y Efectos Especiales || 4. Seguimiento y Juego Físico (Gameplay) || 5. Definiciones Generales || Análisis Detallado del Proyecto: Dragón Alebrije (Juego de Cartas Físico) || 1. Ficha Técnica y Concepto || 2. Inventario Completo de Componentes (169 Cartas) || 3. Estructura de Reglas y Mecánicas || 3.1 Preparación (Setup) || 3.2 El Turno de Juego || 3.3 Sistema de Activadores (Jaguar y Chupacabras) || 4. Auditoría de Dudas Críticas (Pendientes de Resolución) || Documento de Requisitos del Producto (PRD) - Dragón Alebrije (Nivel 2) || 1. Visión y Concepto Artístico Central: El Realismo Mágico de la ""Selva de Papel y Luz"" || Jerarquía Visual de Nahuales: || 2. El Entorno de Juego (Tablero 3D ""Selva Estratégica"") || 3. Dinámica y Flujo de Interacción: Sintetizando la Presión Física || 3.1. Zonas del Tablero (La Base Espacial) || 3.2. Staging Area (Preparación y Combos) || 3.3. Interrupciones Reales (Reacciones QTE)"
"Voyager","01_lotto_di_pasta","12","2732","2","3","0","6","4","0","2026-03-27 18:36","08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\_meta\questions-log.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\PROTOCOL.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\_meta\owner.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\docs\PRD.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\docs\ROADMAP.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\docs\GLOSSARY.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\docs\TEST_PLAN.md | 08_Gastronomia\01_lotto_di_pasta\Documentacion para la IA\docs\USER_DOCS.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || CLAUDE.md - Lotto di Pasta || CHANGELOG - Lotto di Pasta || [Unreleased] - 2026-03-27 || GLOSSARY - Lotto di Pasta || STATUS || TEST_PLAN - Lotto di Pasta || TP-1.1: Core || STATUS"
"Voyager","01_musica_daniel","12","2752","2","3","0","3","4","0","2026-03-27 18:36","04_Musica composicion\01_musica_daniel\Documentacion para la IA\_meta\questions-log.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\PROTOCOL.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\_meta\owner.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\docs\PRD.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\docs\ROADMAP.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\docs\GLOSSARY.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\docs\TEST_PLAN.md | 04_Musica composicion\01_musica_daniel\Documentacion para la IA\docs\USER_DOCS.md","CLAUDE.md - Musica Daniel || CHANGELOG - Musica Daniel || [Unreleased] - 2026-03-27 || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || Questions Log - Musica Daniel || Owner del Proyecto"
"Voyager","01_proyectia_tabs","14","83223","2","5","0","5","5","0","2026-03-27 18:36","09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\01_proyectia_tabs.md | 09_extensiones google chrome\01_proyectia_tabs\6_Proyectia Tabs.md | 09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\_meta\questions-log.md | 09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\PROTOCOL.md | 09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\_meta\owner.md | 09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\docs\PRD.md | 09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\docs\ROADMAP.md | 09_extensiones google chrome\01_proyectia_tabs\Documentacion para la IA\docs\GLOSSARY.md","📑 Proyectia Tabs - El Sistema de Gestión de Estados de Navegación || 🌟 Visión General || 🛠️ Arquitectura Técnica (Extension Manifest V3) || 📊 Lógica de Resumen de Grupos (Notification Band) || ✨ UX: Etiquetas de Estado y Atajos de Poder || 📈 Propuesta de Valor: Foco en Deep Work || 🚀 Hoja de Ruta (Roadmap) de Evolución || 🏁 Conclusión || CHANGELOG - Proyectia Tabs || [Unreleased] - 2026-03-27 || CLAUDE.md - Proyectia Tabs || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || Owner del Proyecto"
"Voyager","01_Quick_Look_App","13","8418","4","4","0","12","7","0","2026-03-27 18:33","01_software\01_Quick_Look_App\Documentacion para la IA\_meta\questions-log.md | 01_software\01_Quick_Look_App\Documentacion para la IA\01_Quick_Look_App.md | 01_software\01_Quick_Look_App\Documentacion para la IA\PROTOCOL.md | 01_software\01_Quick_Look_App\Documentacion para la IA\docs\ROADMAP.md | 01_software\01_Quick_Look_App\Documentacion para la IA\docs\PRD.md | 01_software\01_Quick_Look_App\Documentacion para la IA\CLAUDE.md | 01_software\01_Quick_Look_App\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\01_Quick_Look_App\Documentacion para la IA\docs\TDD.md","ROADMAP - Quick Look App || FASE 1 - Fundamentos || TASK-1.1.1 - Configuracion del entorno de desarrollo || TASK-1.2.1 - Implementacion de funcionalidad core || FASE 2 - Integracion || TASK-2.1.1 - Integracion con ecosistema Voyager || Ultima Sesion || STATUS || PRD - Quick Look App || 1. Resumen Ejecutivo || 2. El Problema || 3. La Solucion || 4. Usuarios Objetivo || 5. Stack Tecnologico || 6. Criterios de Exito || STATUS || TEST_PLAN - Quick Look App || Casos de Prueba || TP-1.1: Funcionalidad Core || Criterios de Fallo || STATUS || GLOSSARY - Quick Look App || Terminos del Producto || Convenciones de Naming || STATUS || USER_DOCS - Guia del Usuario: Quick Look App || 1. Inicio Rapido || 2. Funcionalidad Principal || 3. Configuracion || STATUS"
"Voyager","01_Software_Master.md","1","8246","1","1","0","1","1","0","2026-03-26 04:21","01_software\01_Software_Master.md","🛠️ Software - Master Doc (Categoría 01) || 01 | Quick Look App ⚡ || 📐 Especificaciones || 📁 Inventario de Archivos || 02 | ComedyClick 👽 || 📐 Especificaciones || 📁 Inventario de Archivos || 03 | Debatia 🗣️"
"Voyager","02_App_brainstorming","13","6767","1","3","0","4","6","1","2026-03-27 22:51","02_App IOS y android\02_App_brainstorming\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\02_app_brainstorming.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\CLAUDE.md | 02_App IOS y android\02_App_brainstorming\Documentacion para la IA\_meta\owner.md","CHANGELOG - NeoNode (App Brainstorming) || [Unreleased] - 2026-03-27 || Changed || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CLAUDE.md - Entry Point para Claude Code || Proyecto: NeoNode (App Brainstorming) || Estado: CONTEXTO RESUELTO (APPROVED) || Owner del Proyecto || Questions Log - NeoNode (App Brainstorming) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad"
"Voyager","02_App_Ios_Y_Android_Master.md","1","3231","0","0","1","1","1","1","2026-03-26 04:34","02_App IOS y android\02_App_Ios_Y_Android_Master.md","📱 App IOS y Android - Master Doc (Categoría 02) || 01 | Aparment (Renta IA Hub) 🏠 || 02 | App Brainstorming 🧠 || 03 | App David 👤 || 04 | App Juego Inglés con IA 🎓 || 05 | Calculadora Inteligente ➕ || 06 | Couplepay 💳 || 07 | HilarIA 😂"
